,Unnamed: 0,VendorID,passenger_count,trip_distance,RatecodeID,PULocationID,DOLocationID,payment_type,fare_amount,extra,mta_tax,tip_amount,tolls_amount,improvement_surcharge,total_amount,congestion_surcharge,Airport_fee,cbd_congestion_fee
2462575,2462575,2,3.0,16.43,5.0,230,132,1,85.0,0.0,0.0,20.0,6.94,1.0,116.19,2.5,0.0,0.75
2463200,2463200,2,2.0,17.26,2.0,230,132,4,-70.0,0.0,-0.5,0.0,-6.94,-1.0,-81.69,-2.5,0.0,-0.75
2463201,2463201,2,2.0,17.26,2.0,230,132,4,70.0,0.0,0.5,0.0,6.94,1.0,81.69,2.5,0.0,0.75
2463725,2463725,2,1.0,16.55,2.0,230,132,1,70.0,0.0,0.5,10.0,6.94,1.0,91.69,2.5,0.0,0.75
2465656,2465656,2,1.0,17.2,2.0,230,132,1,70.0,0.0,0.5,16.34,6.94,1.0,98.03,2.5,0.0,0.75
2467784,2467784,2,1.0,28.14,2.0,230,132,2,70.0,0.0,0.5,0.0,6.94,1.0,81.69,2.5,0.0,0.75
2468967,2468967,2,2.0,17.17,2.0,230,132,1,70.0,0.0,0.5,16.34,6.94,1.0,98.03,2.5,0.0,0.75
2469483,2469483,2,2.0,17.64,2.0,230,132,4,-70.0,0.0,-0.5,0.0,-10.12,-1.0,-84.87,-2.5,0.0,-0.75
2469484,2469484,2,2.0,17.64,2.0,230,132,4,70.0,0.0,0.5,0.0,10.12,1.0,84.87,2.5,0.0,0.75
2469725,2469725,2,1.0,17.67,2.0,230,132,1,70.0,0.0,0.5,0.0,6.94,1.0,81.69,2.5,0.0,0.75
2470124,2470124,1,1.0,18.7,2.0,230,132,1,70.0,3.25,0.5,20.4,6.94,1.0,102.09,2.5,0.0,0.75
2470447,2470447,1,2.0,17.2,2.0,230,132,1,70.0,3.25,0.5,16.35,6.94,1.0,98.04,2.5,0.0,0.75
2472579,2472579,2,1.0,19.45,2.0,230,132,1,70.0,0.0,0.5,16.34,6.94,1.0,98.03,2.5,0.0,0.75
2473245,2473245,1,2.0,18.6,5.0,230,132,1,86.69,0.75,0.0,17.65,0.0,1.0,106.09,0.0,0.0,0.75
2473553,2473553,2,2.0,20.55,2.0,230,132,1,70.0,0.0,0.5,16.34,6.94,1.0,98.03,2.5,0.0,0.75
2473953,2473953,2,1.0,21.21,2.0,230,132,1,70.0,0.0,0.5,0.0,6.94,1.0,81.69,2.5,0.0,0.75
2474018,2474018,2,1.0,17.68,2.0,230,132,1,70.0,0.0,0.5,14.95,0.0,1.0,89.7,2.5,0.0,0.75
2475637,2475637,2,2.0,17.25,2.0,230,132,1,70.0,0.0,0.5,14.95,0.0,1.0,89.7,2.5,0.0,0.75
2478734,2478734,1,1.0,16.8,2.0,230,132,1,70.0,8.25,0.5,8.0,6.94,1.0,94.69,2.5,0.0,0.75
2480558,2480558,2,4.0,16.7,2.0,230,132,1,70.0,5.0,0.5,17.34,6.94,1.0,104.03,2.5,0.0,0.75
2481800,2481800,2,1.0,16.62,2.0,230,132,1,70.0,5.0,0.5,5.0,6.94,1.0,91.69,2.5,0.0,0.75
2483868,2483868,2,2.0,16.98,2.0,230,132,1,70.0,5.0,0.5,10.0,6.94,1.0,96.69,2.5,0.0,0.75
2485088,2485088,2,1.0,17.45,2.0,230,132,1,70.0,5.0,0.5,21.67,6.94,1.0,108.36,2.5,0.0,0.75
2486146,2486146,2,4.0,19.82,2.0,230,132,4,-70.0,-5.0,-0.5,0.0,-6.94,-1.0,-86.69,-2.5,0.0,-0.75
2486147,2486147,2,4.0,19.82,2.0,230,132,4,70.0,5.0,0.5,0.0,6.94,1.0,86.69,2.5,0.0,0.75
2488264,2488264,2,1.0,15.98,2.0,230,132,1,70.0,5.0,0.5,21.67,6.94,1.0,108.36,2.5,0.0,0.75
2491164,2491164,2,3.0,16.99,2.0,230,132,1,70.0,5.0,0.5,21.67,6.94,1.0,108.36,2.5,0.0,0.75
2492168,2492168,2,3.0,17.78,2.0,230,132,2,70.0,5.0,0.5,0.0,6.94,1.0,86.69,2.5,0.0,0.75
2493088,2493088,2,1.0,17.93,2.0,230,132,1,70.0,5.0,0.5,15.0,6.94,1.0,101.69,2.5,0.0,0.75
2494676,2494676,2,4.0,16.35,5.0,230,132,1,84.0,0.0,0.0,11.75,0.0,1.0,100.0,2.5,0.0,0.75
2495069,2495069,2,3.0,17.44,5.0,230,132,1,95.0,0.0,0.0,19.85,0.0,1.0,119.1,2.5,0.0,0.75
2495588,2495588,2,1.0,17.41,2.0,230,132,1,70.0,5.0,0.5,21.67,6.94,1.0,108.36,2.5,0.0,0.75
2496190,2496190,2,2.0,15.45,2.0,230,132,2,70.0,5.0,0.5,0.0,6.94,1.0,86.69,2.5,0.0,0.75
2496502,2496502,2,1.0,16.32,2.0,230,132,1,70.0,5.0,0.5,17.34,6.94,1.0,104.03,2.5,0.0,0.75
2502371,2502371,2,1.0,16.76,2.0,230,132,1,70.0,5.0,0.5,8.67,6.94,1.0,95.36,2.5,0.0,0.75
2504040,2504040,2,1.0,15.74,5.0,230,132,1,87.9,0.0,0.0,0.0,6.94,1.0,99.09,2.5,0.0,0.75
2510203,2510203,2,1.0,16.82,2.0,230,132,1,70.0,0.0,0.5,16.34,6.94,1.0,98.03,2.5,0.0,0.75
2512549,2512549,2,2.0,16.58,5.0,230,132,1,95.0,0.0,0.0,19.85,0.0,1.0,119.1,2.5,0.0,0.75
2518350,2518350,2,1.0,16.81,2.0,230,132,1,70.0,0.0,0.5,16.34,6.94,1.0,98.03,2.5,0.0,0.75
2534084,2534084,2,2.0,16.69,2.0,230,132,2,70.0,0.0,0.5,0.0,6.94,1.0,81.69,2.5,0.0,0.75
2534231,2534231,2,2.0,22.71,2.0,230,132,2,70.0,0.0,0.5,0.0,6.94,1.0,81.69,2.5,0.0,0.75
2534419,2534419,1,1.0,16.6,2.0,230,132,1,70.0,3.25,0.5,14.0,0.0,1.0,88.75,2.5,0.0,0.75
2534475,2534475,1,1.0,17.5,5.0,230,132,1,83.0,0.75,0.0,27.5,6.94,1.0,119.19,0.0,0.0,0.75
2534915,2534915,2,1.0,17.46,2.0,230,132,2,70.0,0.0,0.5,0.0,6.94,1.0,81.69,2.5,0.0,0.75
2535296,2535296,2,1.0,17.07,2.0,230,132,1,70.0,0.0,0.5,24.51,6.94,1.0,106.2,2.5,0.0,0.75
2535954,2535954,2,4.0,18.09,2.0,230,132,1,70.0,0.0,0.5,16.34,6.94,1.0,98.03,2.5,0.0,0.75
2536173,2536173,2,2.0,15.78,2.0,230,132,1,70.0,0.0,0.5,0.0,6.94,1.0,81.69,2.5,0.0,0.75
2536174,2536174,2,2.0,17.44,2.0,230,132,1,70.0,0.0,0.5,16.19,6.94,1.0,97.88,2.5,0.0,0.75
2536383,2536383,1,1.0,16.5,2.0,230,132,1,70.0,3.25,0.5,20.4,6.94,1.0,102.09,2.5,0.0,0.75
2537421,2537421,2,2.0,16.68,2.0,230,132,1,70.0,0.0,0.5,16.34,6.94,1.0,98.03,2.5,0.0,0.75
2537479,2537479,2,1.0,17.16,2.0,230,132,1,70.0,0.0,0.5,0.0,6.94,1.0,81.69,2.5,0.0,0.75
2537609,2537609,2,2.0,17.31,2.0,230,132,2,70.0,0.0,0.5,0.0,6.94,1.0,81.69,2.5,0.0,0.75
2539748,2539748,2,4.0,16.89,5.0,230,132,1,85.0,0.0,0.0,10.0,0.0,1.0,99.25,2.5,0.0,0.75
2539834,2539834,2,1.0,18.14,2.0,230,132,2,70.0,0.0,0.5,0.0,6.94,1.0,81.69,2.5,0.0,0.75
2542437,2542437,2,2.0,16.6,2.0,230,132,1,70.0,0.0,0.5,16.34,6.94,1.0,98.03,2.5,0.0,0.75
2542668,2542668,2,1.0,17.52,2.0,230,132,1,70.0,0.0,0.5,15.0,6.94,1.0,96.69,2.5,0.0,0.75
2545175,2545175,2,2.0,27.9,2.0,230,132,1,70.0,0.0,0.5,16.34,6.94,1.0,98.03,2.5,0.0,0.75
2545359,2545359,1,1.0,16.5,2.0,230,132,1,70.0,3.25,0.5,22.4,14.88,1.0,112.03,2.5,0.0,0.75
2546387,2546387,2,1.0,18.06,2.0,230,132,1,70.0,0.0,0.5,16.34,6.94,1.0,98.03,2.5,0.0,0.75
2546572,2546572,2,1.0,19.03,2.0,230,132,1,70.0,0.0,0.5,16.34,6.94,1.0,98.03,2.5,0.0,0.75
2546721,2546721,2,2.0,17.42,2.0,230,132,1,70.0,0.0,0.5,10.0,6.94,1.0,91.69,2.5,0.0,0.75
2547713,2547713,2,1.0,21.95,2.0,230,132,2,70.0,0.0,0.5,0.0,0.0,1.0,74.75,2.5,0.0,0.75
2548461,2548461,1,1.0,16.8,2.0,230,132,1,70.0,3.25,0.5,15.0,6.94,1.0,96.69,2.5,0.0,0.75
2550923,2550923,2,2.0,17.82,2.0,230,132,1,70.0,0.0,0.5,24.51,6.94,1.0,106.2,2.5,0.0,0.75
2551002,2551002,2,1.0,18.33,2.0,230,132,1,70.0,0.0,0.5,16.34,6.94,1.0,98.03,2.5,0.0,0.75
2552383,2552383,1,1.0,30.1,2.0,230,132,1,70.0,3.25,0.5,20.4,6.94,1.0,102.09,2.5,0.0,0.75
2552462,2552462,2,2.0,16.98,2.0,230,132,2,70.0,0.0,0.5,0.0,6.94,1.0,81.69,2.5,0.0,0.75
2554525,2554525,2,1.0,18.6,2.0,230,132,1,70.0,0.0,0.5,24.28,6.94,1.0,105.97,2.5,0.0,0.75
2556420,2556420,2,3.0,16.99,2.0,230,132,2,70.0,0.0,0.5,0.0,8.94,1.0,82.94,2.5,0.0,0.0
2557033,2557033,2,2.0,16.39,2.0,230,132,1,70.0,0.0,0.5,16.34,6.94,1.0,98.03,2.5,0.0,0.75
2558412,2558412,2,1.0,17.49,2.0,230,132,1,70.0,0.0,0.5,16.34,6.94,1.0,98.03,2.5,0.0,0.75
2561522,2561522,2,2.0,16.51,2.0,230,132,1,70.0,0.0,0.5,20.0,0.0,1.0,94.75,2.5,0.0,0.75
2561643,2561643,2,1.0,21.79,2.0,230,132,1,70.0,0.0,0.5,16.34,6.94,1.0,98.03,2.5,0.0,0.75
2563147,2563147,1,1.0,18.6,2.0,230,132,2,70.0,3.25,0.5,0.0,6.94,1.0,81.69,2.5,0.0,0.75
2564389,2564389,2,3.0,20.65,2.0,230,132,1,70.0,0.0,0.5,10.0,6.94,1.0,91.69,2.5,0.0,0.75
2564491,2564491,2,1.0,16.94,2.0,230,132,1,70.0,0.0,0.5,16.34,6.94,1.0,98.03,2.5,0.0,0.75
2564720,2564720,2,2.0,17.07,2.0,230,132,1,70.0,0.0,0.5,16.34,6.94,1.0,98.03,2.5,0.0,0.75
2565075,2565075,2,2.0,16.7,2.0,230,132,1,70.0,0.0,0.5,16.34,6.94,1.0,98.03,2.5,0.0,0.75
2565574,2565574,2,1.0,17.59,2.0,230,132,2,70.0,0.0,0.5,0.0,6.94,1.0,81.69,2.5,0.0,0.75
2565813,2565813,2,1.0,17.33,2.0,230,132,1,70.0,0.0,0.5,5.0,13.88,1.0,96.13,2.5,0.0,0.75
2566348,2566348,2,1.0,17.01,2.0,230,132,1,70.0,0.0,0.5,16.34,6.94,1.0,98.03,2.5,0.0,0.75
2566552,2566552,2,1.0,17.19,2.0,230,132,1,70.0,0.0,0.5,16.34,6.94,1.0,98.03,2.5,0.0,0.75
2566953,2566953,2,3.0,17.0,1.0,230,132,1,84.9,0.0,0.5,19.32,6.94,1.0,115.91,2.5,0.0,0.75
2568814,2568814,2,1.0,17.72,2.0,230,132,1,70.0,0.0,0.5,14.95,0.0,1.0,89.7,2.5,0.0,0.75
2569181,2569181,2,2.0,21.47,2.0,230,132,1,70.0,0.0,0.5,20.42,6.94,1.0,102.11,2.5,0.0,0.75
2570067,2570067,2,2.0,18.02,2.0,230,132,1,70.0,0.0,0.5,16.84,6.94,1.0,101.03,2.5,0.0,0.75
2571502,2571502,2,1.0,17.13,2.0,230,132,2,70.0,0.0,0.5,0.0,6.94,1.0,81.69,2.5,0.0,0.75
2572276,2572276,2,1.0,16.71,5.0,230,132,1,87.0,0.0,0.0,7.0,14.69,1.0,112.94,2.5,0.0,0.75
2572489,2572489,2,3.0,15.27,2.0,230,132,1,70.0,0.0,0.5,18.69,0.0,1.0,93.44,2.5,0.0,0.75
2575198,2575198,2,1.0,16.18,2.0,230,132,1,70.0,0.0,0.5,16.34,6.94,1.0,98.03,2.5,0.0,0.75
2575639,2575639,2,1.0,17.91,2.0,230,132,1,70.0,0.0,0.5,10.0,0.0,1.0,84.75,2.5,0.0,0.75
2576961,2576961,2,2.0,16.99,2.0,230,132,1,70.0,0.0,0.5,16.34,6.94,1.0,98.03,2.5,0.0,0.75
2576985,2576985,2,2.0,15.88,2.0,230,132,2,70.0,0.0,0.5,0.0,0.0,1.0,74.75,2.5,0.0,0.75
2577632,2577632,2,1.0,20.92,2.0,230,132,1,70.0,0.0,0.5,16.34,6.94,1.0,98.03,2.5,0.0,0.75
2577821,2577821,2,1.0,16.67,2.0,230,132,1,70.0,0.0,0.5,16.34,6.94,1.0,98.03,2.5,0.0,0.75
2577836,2577836,2,4.0,16.24,1.0,230,132,1,89.8,0.0,0.5,0.0,6.94,1.0,101.49,2.5,0.0,0.75
2578102,2578102,2,1.0,16.63,2.0,230,132,1,70.0,0.0,0.5,16.34,6.94,1.0,98.03,2.5,0.0,0.75
2578235,2578235,2,2.0,16.05,2.0,230,132,1,70.0,0.0,0.5,22.43,0.0,1.0,97.18,2.5,0.0,0.75
2578296,2578296,2,4.0,16.97,1.0,230,132,1,91.9,0.0,0.5,20.72,6.94,1.0,124.31,2.5,0.0,0.75
2578544,2578544,2,1.0,19.15,2.0,230,132,1,70.0,0.0,0.5,18.69,0.0,1.0,93.44,2.5,0.0,0.75
2579372,2579372,2,1.0,16.57,2.0,230,132,1,70.0,0.0,0.5,20.42,6.94,1.0,102.11,2.5,0.0,0.75
2580124,2580124,2,2.0,16.52,2.0,230,132,1,70.0,0.0,0.5,16.34,6.94,1.0,98.03,2.5,0.0,0.75
2580296,2580296,2,1.0,21.2,2.0,230,132,1,70.0,0.0,0.5,7.0,6.94,1.0,88.69,2.5,0.0,0.75
2580671,2580671,1,1.0,16.7,2.0,230,132,1,70.0,3.25,0.5,16.35,6.94,1.0,98.04,2.5,0.0,0.75
2582949,2582949,1,1.0,18.1,2.0,230,132,1,70.0,3.25,0.5,16.3,6.94,1.0,97.99,2.5,0.0,0.75
2583650,2583650,2,1.0,16.55,2.0,230,132,1,70.0,0.0,0.5,0.0,6.94,1.0,81.69,2.5,0.0,0.75
2583924,2583924,1,0.0,17.6,2.0,230,132,1,70.0,3.25,0.5,16.3,6.94,1.0,97.99,2.5,0.0,0.75
2585842,2585842,2,1.0,20.1,2.0,230,132,1,70.0,0.0,0.5,22.43,0.0,1.0,97.18,2.5,0.0,0.75
2587331,2587331,2,1.0,14.75,2.0,230,132,1,70.0,0.0,0.5,12.0,0.0,1.0,86.75,2.5,0.0,0.75
2587386,2587386,2,2.0,16.87,2.0,230,132,4,-70.0,0.0,-0.5,0.0,-6.94,-1.0,-81.69,-2.5,0.0,-0.75
2587387,2587387,2,2.0,16.87,2.0,230,132,4,70.0,0.0,0.5,0.0,6.94,1.0,81.69,2.5,0.0,0.75
2587440,2587440,2,1.0,16.05,2.0,230,132,1,70.0,0.0,0.5,20.42,6.94,1.0,102.11,2.5,0.0,0.75
2588579,2588579,2,2.0,17.4,2.0,230,132,2,70.0,5.0,0.5,0.0,6.94,1.0,86.69,2.5,0.0,0.75
2589227,2589227,2,1.0,16.0,2.0,230,132,1,70.0,5.0,0.5,17.34,6.94,1.0,104.03,2.5,0.0,0.75
2589821,2589821,1,1.0,17.4,2.0,230,132,1,70.0,8.25,0.5,21.65,6.94,1.0,108.34,2.5,0.0,0.75
2589878,2589878,2,2.0,15.6,2.0,230,132,1,70.0,5.0,0.5,17.34,6.94,1.0,104.03,2.5,0.0,0.75
2590219,2590219,2,1.0,16.56,2.0,230,132,1,70.0,5.0,0.5,10.0,6.94,1.0,96.69,2.5,0.0,0.75
2590298,2590298,2,1.0,16.36,2.0,230,132,1,70.0,5.0,0.5,17.34,6.94,1.0,104.03,2.5,0.0,0.75
2591825,2591825,7,1.0,16.78,2.0,230,132,1,70.0,0.0,0.5,10.0,0.0,1.0,89.75,2.5,0.0,0.75
2591833,2591833,2,1.0,16.88,2.0,230,132,1,70.0,5.0,0.5,0.0,0.0,1.0,79.75,2.5,0.0,0.75
2594170,2594170,2,1.0,16.08,1.0,230,132,1,89.1,2.5,0.5,20.66,6.94,1.0,123.95,2.5,0.0,0.75
2598697,2598697,2,1.0,16.59,2.0,230,132,1,70.0,5.0,0.5,15.95,0.0,1.0,95.7,2.5,0.0,0.75
2599110,2599110,1,0.0,17.4,2.0,230,132,1,70.0,8.25,0.5,17.3,6.94,1.0,103.99,2.5,0.0,0.75
2600116,2600116,1,1.0,19.7,5.0,230,132,1,95.0,0.75,0.0,29.05,0.0,1.0,125.8,0.0,0.0,0.75
2600603,2600603,2,2.0,12.57,2.0,230,132,1,70.0,5.0,0.5,21.67,6.94,1.0,108.36,2.5,0.0,0.75
2601095,2601095,2,1.0,17.3,2.0,230,132,1,70.0,5.0,0.5,21.67,6.94,1.0,108.36,2.5,0.0,0.75
2601465,2601465,2,1.0,23.27,1.0,230,132,1,105.9,2.5,0.5,24.02,6.94,1.0,144.11,2.5,0.0,0.75
2603324,2603324,2,2.0,16.98,1.0,230,132,2,77.9,2.5,0.5,0.0,6.94,1.0,92.09,2.5,0.0,0.75
2604848,2604848,2,1.0,17.1,2.0,230,132,1,70.0,5.0,0.5,17.34,6.94,1.0,104.03,2.5,0.0,0.75
2604971,2604971,2,1.0,19.51,2.0,230,132,2,70.0,5.0,0.5,0.0,6.94,1.0,86.69,2.5,0.0,0.75
2606062,2606062,2,1.0,17.35,2.0,230,132,1,70.0,5.0,0.5,17.34,6.94,1.0,104.03,2.5,0.0,0.75
2606121,2606121,2,1.0,17.2,2.0,230,132,1,70.0,5.0,0.5,21.67,6.94,1.0,108.36,2.5,0.0,0.75
2607801,2607801,2,1.0,17.48,2.0,230,132,1,70.0,5.0,0.5,17.34,6.94,1.0,104.03,2.5,0.0,0.75
2611111,2611111,2,1.0,17.86,2.0,230,132,1,70.0,5.0,0.5,17.34,6.94,1.0,104.03,2.5,0.0,0.75
2611187,2611187,2,2.0,16.57,2.0,230,132,4,-70.0,-5.0,-0.5,0.0,-6.94,-1.0,-86.69,-2.5,0.0,-0.75
2611188,2611188,2,2.0,16.57,2.0,230,132,4,70.0,5.0,0.5,0.0,6.94,1.0,86.69,2.5,0.0,0.75
2611782,2611782,2,1.0,15.91,5.0,230,132,1,87.0,0.0,0.0,10.0,6.94,1.0,108.19,2.5,0.0,0.75
2612085,2612085,2,1.0,16.71,2.0,230,132,1,70.0,5.0,0.5,17.34,6.94,1.0,104.03,2.5,0.0,0.75
2613926,2613926,2,1.0,16.2,2.0,230,132,1,70.0,5.0,0.5,5.0,6.94,1.0,91.69,2.5,0.0,0.75
2614927,2614927,2,1.0,17.63,2.0,230,132,1,70.0,5.0,0.5,21.67,6.94,1.0,108.36,2.5,0.0,0.75
2615664,2615664,2,2.0,16.52,2.0,230,132,1,70.0,5.0,0.5,21.67,6.94,1.0,108.36,2.5,0.0,0.75
2621603,2621603,2,1.0,16.56,2.0,230,132,1,70.0,0.0,0.5,16.34,6.94,1.0,98.03,2.5,0.0,0.75
2628097,2628097,2,2.0,17.91,2.0,230,132,1,70.0,0.0,0.5,14.95,0.0,1.0,89.7,2.5,0.0,0.75
2653473,2653473,2,1.0,16.93,2.0,230,132,1,70.0,0.0,0.5,16.34,6.94,1.0,98.03,2.5,0.0,0.75
2654142,2654142,2,1.0,17.97,2.0,230,132,1,70.0,0.0,0.5,16.34,6.94,1.0,98.03,2.5,0.0,0.75
2654271,2654271,2,2.0,17.04,2.0,230,132,1,70.0,0.0,0.5,8.0,6.94,1.0,89.69,2.5,0.0,0.75
2654455,2654455,2,1.0,16.87,2.0,230,132,1,70.0,0.0,0.5,16.34,6.94,1.0,98.03,2.5,0.0,0.75
2654810,2654810,1,1.0,16.9,2.0,230,132,1,70.0,3.25,0.5,16.35,6.94,1.0,98.04,2.5,0.0,0.75
2655022,2655022,1,1.0,17.7,2.0,230,132,1,70.0,3.25,0.5,10.0,6.94,1.0,91.69,2.5,0.0,0.75
2655061,2655061,1,1.0,16.6,2.0,230,132,2,70.0,3.25,0.5,0.0,6.94,1.0,81.69,2.5,0.0,0.75
2655106,2655106,2,1.0,17.47,2.0,230,132,1,70.0,0.0,0.5,16.34,6.94,1.0,98.03,2.5,0.0,0.75
2655379,2655379,2,1.0,17.11,2.0,230,132,1,70.0,0.0,0.5,20.86,8.69,1.0,104.3,2.5,0.0,0.75
2655584,2655584,2,1.0,17.37,2.0,230,132,1,70.0,0.0,0.5,16.34,6.94,1.0,98.03,2.5,0.0,0.75
2656017,2656017,2,2.0,17.55,2.0,230,132,1,70.0,0.0,0.5,24.51,6.94,1.0,106.2,2.5,0.0,0.75
2656034,2656034,1,1.0,17.4,2.0,230,132,1,70.0,3.25,0.5,10.0,6.94,1.0,91.69,2.5,0.0,0.75
2656987,2656987,2,1.0,17.85,2.0,230,132,1,70.0,0.0,0.5,16.34,6.94,1.0,98.03,2.5,0.0,0.75
2657469,2657469,1,1.0,18.8,2.0,230,132,1,70.0,3.25,0.5,0.0,6.94,1.0,81.69,2.5,0.0,0.75
2658305,2658305,1,1.0,16.7,2.0,230,132,2,70.0,3.25,0.5,0.0,6.94,1.0,81.69,2.5,0.0,0.75
2658504,2658504,1,1.0,16.2,2.0,230,132,1,70.0,3.25,0.5,16.35,6.94,1.0,98.04,2.5,0.0,0.75
2661394,2661394,2,2.0,17.0,2.0,230,132,1,70.0,0.0,0.5,16.34,6.94,1.0,98.03,2.5,0.0,0.75
2661580,2661580,2,1.0,17.15,2.0,230,132,1,70.0,0.0,0.5,24.51,6.94,1.0,106.2,2.5,0.0,0.75
2663380,2663380,2,1.0,15.68,1.0,230,132,1,91.2,0.0,0.5,20.58,6.94,1.0,123.47,2.5,0.0,0.75
2666313,2666313,1,1.0,17.1,2.0,230,132,1,70.0,3.25,0.5,2.0,6.94,1.0,83.69,2.5,0.0,0.75
2672330,2672330,2,1.0,17.45,2.0,230,132,1,70.0,0.0,0.5,0.0,6.94,1.0,81.69,2.5,0.0,0.75
2673335,2673335,1,1.0,16.8,2.0,230,132,1,70.0,3.25,0.5,20.4,6.94,1.0,102.09,2.5,0.0,0.75
2673548,2673548,1,1.0,15.9,2.0,230,132,3,70.0,3.25,0.5,0.0,6.94,1.0,81.69,2.5,0.0,0.75
2674407,2674407,1,0.0,16.8,2.0,230,132,2,70.0,3.25,0.5,0.0,6.94,1.0,81.69,2.5,0.0,0.75
2674508,2674508,2,2.0,18.81,2.0,230,132,2,70.0,0.0,0.5,0.0,6.94,1.0,81.69,2.5,0.0,0.75
2675436,2675436,2,1.0,15.92,2.0,230,132,1,70.0,0.0,0.5,20.42,6.94,1.0,102.11,2.5,0.0,0.75
2675994,2675994,2,1.0,17.69,2.0,230,132,1,70.0,0.0,0.5,16.34,6.94,1.0,98.03,2.5,0.0,0.75
2677784,2677784,2,1.0,17.01,2.0,230,132,1,70.0,0.0,0.5,16.34,6.94,1.0,98.03,2.5,0.0,0.75
2677840,2677840,2,1.0,16.41,2.0,230,132,1,70.0,0.0,0.5,15.0,0.0,1.0,89.75,2.5,0.0,0.75
2678075,2678075,2,2.0,16.0,2.0,230,132,1,70.0,0.0,0.5,10.0,6.94,1.0,91.69,2.5,0.0,0.75
2678095,2678095,2,1.0,17.22,2.0,230,132,1,70.0,0.0,0.5,16.34,6.94,1.0,98.03,2.5,0.0,0.75
2678537,2678537,2,1.0,16.61,2.0,230,132,1,70.0,0.0,0.5,16.34,6.94,1.0,98.03,2.5,0.0,0.75
2679748,2679748,2,1.0,16.44,2.0,230,132,1,70.0,0.0,0.5,9.2,6.94,1.0,90.89,2.5,0.0,0.75
2680481,2680481,1,1.0,16.9,2.0,230,132,1,70.0,3.25,0.5,18.7,0.0,1.0,93.45,2.5,0.0,0.75
2681128,2681128,1,1.0,16.7,2.0,230,132,1,70.0,3.25,0.5,14.95,0.0,1.0,89.7,2.5,0.0,0.75
2681759,2681759,2,1.0,17.16,2.0,230,132,1,70.0,0.0,0.5,0.0,0.0,1.0,74.75,2.5,0.0,0.75
2683934,2683934,1,1.0,16.2,2.0,230,132,1,70.0,3.25,0.5,16.35,6.94,1.0,98.04,2.5,0.0,0.75
2684775,2684775,2,4.0,20.37,5.0,230,132,1,85.0,0.0,0.0,5.0,0.0,1.0,94.25,2.5,0.0,0.75
2685167,2685167,1,1.0,17.7,2.0,230,132,1,70.0,3.25,0.5,16.35,6.94,1.0,98.04,2.5,0.0,0.75
2685797,2685797,2,2.0,17.53,2.0,230,132,1,70.0,0.0,0.5,16.34,6.94,1.0,98.03,2.5,0.0,0.75
2685830,2685830,2,2.0,17.53,2.0,230,132,1,70.0,0.0,0.5,24.51,6.94,1.0,106.2,2.5,0.0,0.75
2686622,2686622,2,1.0,17.82,2.0,230,132,1,70.0,0.0,0.5,16.34,6.94,1.0,98.03,2.5,0.0,0.75
2687925,2687925,1,1.0,17.7,2.0,230,132,1,70.0,3.25,0.5,16.35,6.94,1.0,98.04,2.5,0.0,0.75
2688976,2688976,2,1.0,17.47,2.0,230,132,1,70.0,0.0,0.5,15.0,0.0,1.0,89.75,2.5,0.0,0.75
2689142,2689142,2,2.0,17.91,2.0,230,132,1,70.0,0.0,0.5,16.34,6.94,1.0,98.03,2.5,0.0,0.75
2689831,2689831,1,1.0,17.2,2.0,230,132,1,70.0,3.25,0.5,16.35,6.94,1.0,98.04,2.5,0.0,0.75
2691111,2691111,1,2.0,15.7,2.0,230,132,1,70.0,3.25,0.5,16.35,6.94,1.0,98.04,2.5,0.0,0.75
2692546,2692546,2,1.0,17.29,2.0,230,132,1,70.0,0.0,0.5,16.84,6.94,1.0,101.03,2.5,0.0,0.75
2693658,2693658,1,1.0,16.7,2.0,230,132,1,70.0,3.25,0.5,16.3,6.94,1.0,97.99,2.5,0.0,0.75
2694010,2694010,2,2.0,21.28,2.0,230,132,1,70.0,0.0,0.5,0.0,6.94,1.0,81.69,2.5,0.0,0.75
2694096,2694096,1,2.0,27.2,5.0,230,132,1,86.69,0.75,0.0,17.65,0.0,1.0,106.09,0.0,0.0,0.75
2695004,2695004,2,2.0,16.45,2.0,230,132,2,70.0,0.0,0.5,0.0,6.94,1.0,81.69,2.5,0.0,0.75
2695326,2695326,2,2.0,16.19,2.0,230,132,2,-70.0,0.0,-0.5,0.0,-6.94,-1.0,-81.69,-2.5,0.0,-0.75
2695327,2695327,2,2.0,16.19,2.0,230,132,2,70.0,0.0,0.5,0.0,6.94,1.0,81.69,2.5,0.0,0.75
2695633,2695633,2,2.0,16.37,5.0,230,132,1,90.0,0.0,0.0,23.56,0.0,1.0,117.81,2.5,0.0,0.75
2695709,2695709,2,1.0,16.73,2.0,230,132,1,70.0,0.0,0.5,22.43,0.0,1.0,97.18,2.5,0.0,0.75
2695857,2695857,2,1.0,14.89,2.0,230,132,1,70.0,0.0,0.5,10.0,6.94,1.0,91.69,2.5,0.0,0.75
2697172,2697172,2,2.0,16.73,1.0,230,132,2,-89.1,0.0,-0.5,0.0,0.0,-1.0,-93.85,-2.5,0.0,-0.75
2697173,2697173,2,2.0,16.73,1.0,230,132,2,89.1,0.0,0.5,0.0,0.0,1.0,93.85,2.5,0.0,0.75
2697226,2697226,2,2.0,18.03,2.0,230,132,2,-70.0,0.0,-0.5,0.0,-6.94,-1.0,-81.69,-2.5,0.0,-0.75
