,Unnamed: 0,VendorID,passenger_count,trip_distance,RatecodeID,PULocationID,DOLocationID,payment_type,fare_amount,extra,mta_tax,tip_amount,tolls_amount,improvement_surcharge,total_amount,congestion_surcharge,Airport_fee,cbd_congestion_fee
916165,916165,2,2.0,17.04,2.0,230,132,2,70.0,0.0,0.5,0.0,6.94,1.0,81.69,2.5,0.0,0.75
917096,917096,2,2.0,17.05,2.0,230,132,2,70.0,0.0,0.5,0.0,6.94,1.0,81.69,2.5,0.0,0.75
921095,921095,2,2.0,17.37,2.0,230,132,1,70.0,0.0,0.5,0.0,6.94,1.0,81.69,2.5,0.0,0.75
922015,922015,1,1.0,16.5,2.0,230,132,1,70.0,3.25,0.5,20.4,6.94,1.0,102.09,2.5,0.0,0.75
924723,924723,2,2.0,18.45,2.0,230,132,1,70.0,0.0,0.5,16.34,6.94,1.0,98.03,2.5,0.0,0.75
924857,924857,2,1.0,17.96,2.0,230,132,1,70.0,0.0,0.5,16.34,6.94,1.0,98.03,2.5,0.0,0.75
926076,926076,2,1.0,17.04,2.0,230,132,2,70.0,0.0,0.5,0.0,6.94,1.0,81.69,2.5,0.0,0.75
926548,926548,1,2.0,17.1,2.0,230,132,1,70.0,3.25,0.5,16.34,6.94,1.0,98.03,2.5,0.0,0.75
926642,926642,2,2.0,17.12,2.0,230,132,1,70.0,0.0,0.5,0.0,6.94,1.0,81.69,2.5,0.0,0.75
927161,927161,2,1.0,17.29,2.0,230,132,1,70.0,0.0,0.5,16.34,6.94,1.0,98.03,2.5,0.0,0.75
927209,927209,2,1.0,16.6,5.0,230,132,2,90.0,0.0,0.0,0.0,16.69,1.0,110.94,2.5,0.0,0.75
927782,927782,2,1.0,17.17,2.0,230,132,1,70.0,0.0,0.5,16.34,6.94,1.0,98.03,2.5,0.0,0.75
927950,927950,1,1.0,17.4,2.0,230,132,1,70.0,3.25,0.5,16.35,6.94,1.0,98.04,2.5,0.0,0.75
929433,929433,1,1.0,16.1,5.0,230,132,1,85.0,0.75,0.0,17.35,0.0,1.0,104.1,0.0,0.0,0.75
930156,930156,2,1.0,16.95,2.0,230,132,1,70.0,0.0,0.5,20.42,6.94,1.0,102.11,2.5,0.0,0.75
932065,932065,2,1.0,17.31,2.0,230,132,1,70.0,0.0,0.5,5.0,6.94,1.0,86.69,2.5,0.0,0.75
932333,932333,2,2.0,15.48,2.0,230,132,2,70.0,0.0,0.5,0.0,0.0,1.0,74.75,2.5,0.0,0.75
933054,933054,2,2.0,16.54,2.0,230,132,2,70.0,0.0,0.5,0.0,6.94,1.0,81.69,2.5,0.0,0.75
934048,934048,2,3.0,16.34,2.0,230,132,1,70.0,0.0,0.5,16.34,6.94,1.0,98.03,2.5,0.0,0.75
934273,934273,2,1.0,18.09,2.0,230,132,1,70.0,0.0,0.5,16.34,6.94,1.0,98.03,2.5,0.0,0.75
934548,934548,2,2.0,16.34,5.0,230,132,1,90.0,0.0,0.0,20.24,6.94,1.0,121.43,2.5,0.0,0.75
938844,938844,2,2.0,15.65,2.0,230,132,1,70.0,0.0,0.5,16.34,6.94,1.0,98.03,2.5,0.0,0.75
940045,940045,2,2.0,18.14,2.0,230,132,1,70.0,0.0,0.5,10.0,6.94,1.0,91.69,2.5,0.0,0.75
940198,940198,1,1.0,16.7,1.0,230,132,1,84.9,3.25,0.5,17.9,0.0,1.0,107.55,2.5,0.0,0.75
940222,940222,2,2.0,16.03,2.0,230,132,2,70.0,0.0,0.5,0.0,0.0,1.0,74.75,2.5,0.0,0.75
940363,940363,2,1.0,16.77,2.0,230,132,1,70.0,0.0,0.5,20.42,6.94,1.0,102.11,2.5,0.0,0.75
941759,941759,1,1.0,16.3,2.0,230,132,1,70.0,3.25,0.5,14.95,0.0,1.0,89.7,2.5,0.0,0.75
941832,941832,2,1.0,16.15,2.0,230,132,1,70.0,0.0,0.5,16.34,6.94,1.0,98.03,2.5,0.0,0.75
942344,942344,1,1.0,17.0,2.0,230,132,1,70.0,3.25,0.5,16.35,6.94,1.0,98.04,2.5,0.0,0.75
943325,943325,2,1.0,16.48,2.0,230,132,1,70.0,0.0,0.5,16.34,6.94,1.0,98.03,2.5,0.0,0.75
944149,944149,2,1.0,16.34,2.0,230,132,1,70.0,0.0,0.5,14.95,0.0,1.0,89.7,2.5,0.0,0.75
944219,944219,2,2.0,15.86,2.0,230,132,1,70.0,0.0,0.5,16.34,6.94,1.0,98.03,2.5,0.0,0.75
944521,944521,2,1.0,17.6,2.0,230,132,1,70.0,0.0,0.5,24.51,6.94,1.0,106.2,2.5,0.0,0.75
945482,945482,2,1.0,20.98,2.0,230,132,1,70.0,0.0,0.5,16.34,6.94,1.0,98.03,2.5,0.0,0.75
946440,946440,2,1.0,17.01,2.0,230,132,1,70.0,0.0,0.5,14.95,0.0,1.0,89.7,2.5,0.0,0.75
946722,946722,2,1.0,17.24,2.0,230,132,1,70.0,0.0,0.5,16.34,6.94,1.0,98.03,2.5,0.0,0.75
947030,947030,2,1.0,17.0,2.0,230,132,2,70.0,0.0,0.5,0.0,6.94,1.0,81.69,2.5,0.0,0.75
947049,947049,1,1.0,17.2,2.0,230,132,1,70.0,3.25,0.5,16.3,6.94,1.0,97.99,2.5,0.0,0.75
947332,947332,2,1.0,17.09,2.0,230,132,1,70.0,0.0,0.5,10.0,6.94,1.0,91.69,2.5,0.0,0.75
948857,948857,2,2.0,16.54,2.0,230,132,1,70.0,0.0,0.5,0.0,6.94,1.0,81.69,2.5,0.0,0.75
951194,951194,2,1.0,17.2,2.0,230,132,1,70.0,0.0,0.5,16.34,6.94,1.0,98.03,2.5,0.0,0.75
952843,952843,2,2.0,15.85,2.0,230,132,1,70.0,0.0,0.5,16.34,6.94,1.0,98.03,2.5,0.0,0.75
952848,952848,1,1.0,15.6,2.0,230,132,1,70.0,3.25,0.5,14.95,0.0,1.0,89.7,2.5,0.0,0.75
953621,953621,2,1.0,17.61,2.0,230,132,1,70.0,0.0,0.5,14.95,0.0,1.0,89.7,2.5,0.0,0.75
953854,953854,2,3.0,16.42,3.0,230,132,1,107.0,0.0,0.0,10.0,11.94,1.0,130.69,0.0,0.0,0.75
956282,956282,2,4.0,15.43,5.0,230,132,1,88.0,0.0,0.0,18.45,0.0,1.0,110.7,2.5,0.0,0.75
956734,956734,2,2.0,16.57,2.0,230,132,1,70.0,5.0,0.5,21.67,6.94,1.0,108.36,2.5,0.0,0.75
957300,957300,2,2.0,17.23,2.0,230,132,1,70.0,5.0,0.5,5.0,6.94,1.0,91.69,2.5,0.0,0.75
957509,957509,1,1.0,15.5,2.0,230,132,1,70.0,8.25,0.5,15.95,0.0,1.0,95.7,2.5,0.0,0.75
957692,957692,2,2.0,16.81,2.0,230,132,1,70.0,5.0,0.5,17.34,6.94,1.0,104.03,2.5,0.0,0.75
957954,957954,1,1.0,16.9,2.0,230,132,1,70.0,8.25,0.5,10.0,6.94,1.0,96.69,2.5,0.0,0.75
958673,958673,2,2.0,15.91,2.0,230,132,1,70.0,5.0,0.5,0.0,6.94,1.0,86.69,2.5,0.0,0.75
960427,960427,2,2.0,14.47,2.0,230,132,1,70.0,5.0,0.5,17.34,6.94,1.0,104.03,2.5,0.0,0.75
960504,960504,2,2.0,21.3,2.0,230,132,1,70.0,5.0,0.5,0.0,0.0,1.0,79.75,2.5,0.0,0.75
960675,960675,2,1.0,14.97,2.0,230,132,1,70.0,5.0,0.5,15.95,0.0,1.0,95.7,2.5,0.0,0.75
961601,961601,2,1.0,16.59,2.0,230,132,1,70.0,5.0,0.5,17.34,6.94,1.0,104.03,2.5,0.0,0.75
962067,962067,2,1.0,16.76,5.0,230,132,1,85.0,0.0,0.0,24.06,7.0,1.0,120.31,2.5,0.0,0.75
962550,962550,1,1.0,0.0,2.0,230,132,1,70.0,8.25,0.5,5.0,9.0,1.0,93.75,2.5,0.0,0.75
962607,962607,2,2.0,18.09,1.0,230,132,1,88.4,2.5,0.5,20.0,0.0,1.0,115.65,2.5,0.0,0.75
963564,963564,2,1.0,17.27,2.0,230,132,1,70.0,5.0,0.5,17.34,6.94,1.0,104.03,2.5,0.0,0.75
963880,963880,2,4.0,16.49,5.0,230,132,1,85.0,0.0,0.0,24.05,6.94,1.0,120.24,2.5,0.0,0.75
965850,965850,2,2.0,31.82,2.0,230,132,2,70.0,5.0,0.5,0.0,6.94,1.0,86.69,2.5,0.0,0.75
965920,965920,2,1.0,15.32,2.0,230,132,1,70.0,5.0,0.5,15.95,0.0,1.0,95.7,2.5,0.0,0.75
970470,970470,2,2.0,12.94,5.0,230,132,4,85.0,0.0,0.0,0.0,6.94,1.0,96.19,2.5,0.0,0.75
974527,974527,2,1.0,16.63,2.0,230,132,2,70.0,5.0,0.5,0.0,6.94,1.0,86.69,2.5,0.0,0.75
979010,979010,2,1.0,16.87,5.0,230,132,1,100.0,0.0,0.0,10.0,6.94,1.0,121.19,2.5,0.0,0.75
979216,979216,2,3.0,16.19,2.0,230,132,1,70.0,5.0,0.5,10.0,6.94,1.0,96.69,2.5,0.0,0.75
982336,982336,1,1.0,17.2,2.0,230,132,1,70.0,8.25,0.5,17.35,6.94,1.0,104.04,2.5,0.0,0.75
982474,982474,2,2.0,16.23,2.0,230,132,1,70.0,5.0,0.5,17.34,6.94,1.0,104.03,2.5,0.0,0.75
986948,986948,2,1.0,16.91,2.0,230,132,3,-70.0,-5.0,-0.5,0.0,-9.11,-1.0,-88.86,-2.5,0.0,-0.75
986949,986949,2,1.0,16.91,2.0,230,132,3,70.0,5.0,0.5,0.0,9.11,1.0,88.86,2.5,0.0,0.75
987617,987617,2,2.0,17.57,2.0,230,132,2,70.0,5.0,0.5,0.0,14.06,1.0,93.81,2.5,0.0,0.75
990031,990031,1,1.0,16.5,2.0,230,132,1,70.0,3.25,0.5,16.3,6.94,1.0,97.99,2.5,0.0,0.75
991571,991571,1,1.0,16.8,2.0,230,132,1,70.0,3.25,0.5,10.0,6.94,1.0,91.69,2.5,0.0,0.75
994300,994300,2,4.0,17.49,2.0,230,132,1,70.0,0.0,0.5,16.34,6.94,1.0,98.03,2.5,0.0,0.75
1006900,1006900,2,1.0,17.6,2.0,230,132,1,70.0,0.0,0.5,10.0,6.94,1.0,91.69,2.5,0.0,0.75
1017336,1017336,2,1.0,16.86,2.0,230,132,1,70.0,0.0,0.5,2.0,6.94,1.0,83.69,2.5,0.0,0.75
1017347,1017347,2,2.0,17.31,2.0,230,132,1,70.0,0.0,0.5,16.34,6.94,1.0,98.03,2.5,0.0,0.75
1017698,1017698,1,1.0,4.1,2.0,230,132,1,70.0,3.25,0.5,20.4,6.94,1.0,102.09,2.5,0.0,0.75
1019000,1019000,2,1.0,16.68,2.0,230,132,1,70.0,0.0,0.5,15.0,6.94,1.0,96.69,2.5,0.0,0.75
1019084,1019084,2,1.0,17.46,2.0,230,132,2,70.0,0.0,0.5,0.0,6.94,1.0,81.69,2.5,0.0,0.75
1020031,1020031,2,2.0,17.04,2.0,230,132,1,70.0,0.0,0.5,16.34,6.94,1.0,98.03,2.5,0.0,0.75
1020247,1020247,2,2.0,17.17,2.0,230,132,1,70.0,0.0,0.5,16.34,6.94,1.0,98.03,2.5,0.0,0.75
1020444,1020444,2,2.0,17.41,2.0,230,132,1,70.0,0.0,0.5,16.34,6.94,1.0,98.03,2.5,0.0,0.75
1021906,1021906,1,1.0,17.1,5.0,230,132,1,87.0,0.75,0.0,0.0,6.94,1.0,95.69,0.0,0.0,0.75
1022069,1022069,1,1.0,17.0,2.0,230,132,1,70.0,3.25,0.5,1.11,6.94,1.0,82.8,2.5,0.0,0.75
1022795,1022795,2,2.0,18.25,2.0,230,132,1,70.0,0.0,0.5,16.34,6.94,1.0,98.03,2.5,0.0,0.75
1023300,1023300,2,1.0,16.47,2.0,230,132,1,70.0,0.0,0.5,10.0,6.94,1.0,91.69,2.5,0.0,0.75
1024082,1024082,1,0.0,16.8,2.0,230,132,1,70.0,3.25,0.5,16.3,6.94,1.0,97.99,2.5,0.0,0.75
1027479,1027479,2,2.0,17.13,2.0,230,132,1,70.0,0.0,0.5,0.0,0.0,1.0,74.75,2.5,0.0,0.75
1027915,1027915,2,1.0,16.73,2.0,230,132,1,70.0,0.0,0.5,16.34,6.94,1.0,98.03,2.5,0.0,0.75
1028314,1028314,1,1.0,20.5,2.0,230,132,2,70.0,3.25,0.5,0.0,6.94,1.0,81.69,2.5,0.0,0.75
1028490,1028490,2,1.0,19.05,2.0,230,132,1,70.0,0.0,0.5,12.25,6.94,1.0,93.94,2.5,0.0,0.75
1030364,1030364,2,2.0,17.03,2.0,230,132,1,70.0,0.0,0.5,5.0,6.94,1.0,86.69,2.5,0.0,0.75
1031187,1031187,2,5.0,16.69,2.0,230,132,1,70.0,0.0,0.5,16.34,6.94,1.0,98.03,2.5,0.0,0.75
1033526,1033526,2,2.0,16.68,2.0,230,132,1,70.0,0.0,0.5,5.0,6.94,1.0,86.69,2.5,0.0,0.75
1034007,1034007,2,2.0,17.26,2.0,230,132,1,70.0,0.0,0.5,6.0,6.94,1.0,87.69,2.5,0.0,0.75
1034190,1034190,2,2.0,16.84,2.0,230,132,2,70.0,0.0,0.5,0.0,6.94,1.0,81.69,2.5,0.0,0.75
1035552,1035552,2,1.0,17.1,2.0,230,132,1,70.0,0.0,0.5,15.0,6.94,1.0,96.69,2.5,0.0,0.75
1037062,1037062,2,1.0,17.59,2.0,230,132,1,70.0,0.0,0.5,16.34,6.94,1.0,98.03,2.5,0.0,0.75
1037677,1037677,2,1.0,18.35,2.0,230,132,1,70.0,0.0,0.5,16.34,6.94,1.0,98.03,2.5,0.0,0.75
1038759,1038759,2,1.0,15.89,5.0,230,132,1,100.0,0.0,0.0,22.24,6.94,1.0,133.43,2.5,0.0,0.75
1038889,1038889,2,1.0,18.6,5.0,230,132,2,85.0,0.0,0.0,0.0,0.0,1.0,89.25,2.5,0.0,0.75
1039172,1039172,1,1.0,16.8,2.0,230,132,1,70.0,3.25,0.5,20.4,6.94,1.0,102.09,2.5,0.0,0.75
1040538,1040538,2,1.0,15.78,2.0,230,132,2,70.0,0.0,0.5,0.0,6.94,1.0,81.69,2.5,0.0,0.75
1041655,1041655,2,1.0,17.43,2.0,230,132,1,70.0,0.0,0.5,16.34,6.94,1.0,98.03,2.5,0.0,0.75
1043580,1043580,2,1.0,18.3,2.0,230,132,1,70.0,0.0,0.5,16.34,6.94,1.0,98.03,2.5,0.0,0.75
1045133,1045133,2,2.0,17.23,2.0,230,132,2,70.0,0.0,0.5,0.0,6.94,1.0,81.69,2.5,0.0,0.75
1047890,1047890,2,2.0,17.52,2.0,230,132,1,70.0,0.0,0.5,16.34,6.94,1.0,98.03,2.5,0.0,0.75
1048851,1048851,2,3.0,17.38,2.0,230,132,1,70.0,0.0,0.5,0.0,6.94,1.0,81.69,2.5,0.0,0.75
1049871,1049871,2,1.0,18.03,2.0,230,132,1,70.0,0.0,0.5,16.34,6.94,1.0,98.03,2.5,0.0,0.75
1051937,1051937,2,2.0,18.33,2.0,230,132,1,70.0,0.0,0.5,10.0,0.0,1.0,87.25,2.5,0.0,0.75
1053450,1053450,2,1.0,17.21,2.0,230,132,1,70.0,0.0,0.5,16.34,6.94,1.0,98.03,2.5,0.0,0.75
1054951,1054951,2,2.0,17.21,2.0,230,132,2,70.0,0.0,0.5,0.0,6.94,1.0,81.69,2.5,0.0,0.75
1056372,1056372,2,4.0,15.92,5.0,230,132,1,85.0,0.0,0.0,19.24,6.94,1.0,115.43,2.5,0.0,0.75
1058730,1058730,7,1.0,16.71,2.0,230,132,1,70.0,0.0,0.5,16.34,6.94,1.0,98.03,2.5,0.0,0.75
1059353,1059353,2,1.0,15.97,2.0,230,132,1,70.0,0.0,0.5,20.42,6.94,1.0,102.11,2.5,0.0,0.75
1059417,1059417,2,1.0,15.49,2.0,230,132,1,70.0,0.0,0.5,14.95,0.0,1.0,89.7,2.5,0.0,0.75
1059742,1059742,2,2.0,16.28,2.0,230,132,1,70.0,0.0,0.5,16.34,6.94,1.0,98.03,2.5,0.0,0.75
1060205,1060205,2,1.0,17.29,2.0,230,132,1,70.0,0.0,0.5,15.0,6.94,1.0,96.69,2.5,0.0,0.75
1060333,1060333,2,1.0,20.63,2.0,230,132,1,70.0,0.0,0.5,16.34,6.94,1.0,98.03,2.5,0.0,0.75
1060458,1060458,1,1.0,16.4,2.0,230,132,1,70.0,3.25,0.5,16.3,6.94,1.0,97.99,2.5,0.0,0.75
1061487,1061487,2,1.0,16.95,2.0,230,132,1,70.0,0.0,0.5,14.95,0.0,1.0,89.7,2.5,0.0,0.75
1061862,1061862,1,1.0,17.0,2.0,230,132,2,70.0,3.25,0.5,0.0,6.94,1.0,81.69,2.5,0.0,0.75
1062623,1062623,2,2.0,15.4,2.0,230,132,2,70.0,0.0,0.5,0.0,0.0,1.0,74.75,2.5,0.0,0.75
1062760,1062760,2,1.0,18.29,2.0,230,132,1,70.0,0.0,0.5,16.34,6.94,1.0,98.03,2.5,0.0,0.75
1062904,1062904,2,2.0,16.1,2.0,230,132,1,70.0,0.0,0.5,16.34,6.94,1.0,98.03,2.5,0.0,0.75
1063041,1063041,2,1.0,15.65,2.0,230,132,1,70.0,0.0,0.5,0.0,0.0,1.0,74.75,2.5,0.0,0.75
1063883,1063883,2,1.0,17.41,2.0,230,132,1,70.0,0.0,0.5,16.34,6.94,1.0,98.03,2.5,0.0,0.75
1064722,1064722,2,1.0,17.42,2.0,230,132,1,70.0,0.0,0.5,20.42,6.94,1.0,102.11,2.5,0.0,0.75
1065369,1065369,2,1.0,16.25,2.0,230,132,1,70.0,0.0,0.5,20.42,6.94,1.0,102.11,2.5,0.0,0.75
1065844,1065844,2,1.0,16.93,2.0,230,132,1,70.0,0.0,0.5,10.0,6.94,1.0,91.69,2.5,0.0,0.75
1066644,1066644,2,2.0,16.19,2.0,230,132,1,70.0,0.0,0.5,16.34,6.94,1.0,98.03,2.5,0.0,0.75
1067078,1067078,2,2.0,16.64,2.0,230,132,1,70.0,0.0,0.5,16.84,6.94,1.0,101.03,2.5,0.0,0.75
1067347,1067347,2,1.0,16.75,2.0,230,132,1,70.0,0.0,0.5,10.0,6.94,1.0,91.69,2.5,0.0,0.75
1067730,1067730,1,1.0,18.9,2.0,230,132,1,70.0,3.25,0.5,16.35,6.94,1.0,98.04,2.5,0.0,0.75
1068679,1068679,1,1.0,16.8,2.0,230,132,1,70.0,3.25,0.5,10.0,6.94,1.0,91.69,2.5,0.0,0.75
1069121,1069121,2,5.0,16.43,2.0,230,132,1,70.0,0.0,0.5,8.2,6.94,1.0,89.89,2.5,0.0,0.75
1069190,1069190,2,1.0,19.09,2.0,230,132,1,70.0,0.0,0.5,16.34,6.94,1.0,98.03,2.5,0.0,0.75
1069473,1069473,2,1.0,15.5,2.0,230,132,1,70.0,0.0,0.5,22.43,0.0,1.0,97.18,2.5,0.0,0.75
1069989,1069989,2,1.0,16.88,2.0,230,132,1,70.0,0.0,0.5,16.34,6.94,1.0,98.03,2.5,0.0,0.75
1070243,1070243,2,2.0,14.74,2.0,230,132,1,70.0,0.0,0.5,14.95,0.0,1.0,89.7,2.5,0.0,0.75
1070614,1070614,2,1.0,16.0,2.0,230,132,1,70.0,0.0,0.5,14.95,0.0,1.0,89.7,2.5,0.0,0.75
1070798,1070798,2,2.0,17.06,2.0,230,132,1,70.0,0.0,0.5,20.42,6.94,1.0,102.11,2.5,0.0,0.75
1071250,1071250,2,4.0,15.35,1.0,230,132,4,-89.1,0.0,-0.5,0.0,0.0,-1.0,-93.85,-2.5,0.0,-0.75
1071251,1071251,2,4.0,15.35,1.0,230,132,4,89.1,0.0,0.5,0.0,0.0,1.0,93.85,2.5,0.0,0.75
1071777,1071777,1,1.0,15.8,2.0,230,132,1,70.0,8.25,0.5,19.95,0.0,1.0,99.7,2.5,0.0,0.75
1072070,1072070,2,1.0,16.33,2.0,230,132,1,70.0,5.0,0.5,17.34,6.94,1.0,104.03,2.5,0.0,0.75
1072638,1072638,2,2.0,16.18,2.0,230,132,1,70.0,5.0,0.5,10.0,0.0,1.0,89.75,2.5,0.0,0.75
1074232,1074232,1,1.0,16.8,2.0,230,132,1,70.0,8.25,0.5,15.95,0.0,1.0,95.7,2.5,0.0,0.75
1075764,1075764,2,2.0,16.24,2.0,230,132,1,70.0,5.0,0.5,17.34,6.94,1.0,104.03,2.5,0.0,0.75
1077999,1077999,2,2.0,16.67,2.0,230,132,1,70.0,5.0,0.5,21.67,6.94,1.0,108.36,2.5,0.0,0.75
1078293,1078293,2,1.0,17.01,2.0,230,132,1,70.0,5.0,0.5,21.67,6.94,1.0,108.36,2.5,0.0,0.75
1079085,1079085,2,2.0,16.63,2.0,230,132,2,70.0,5.0,0.5,0.0,6.94,1.0,86.69,2.5,0.0,0.75
1079888,1079888,2,4.0,17.78,2.0,230,132,1,70.0,5.0,0.5,8.67,6.94,1.0,95.36,2.5,0.0,0.75
1081697,1081697,2,1.0,17.01,2.0,230,132,1,70.0,5.0,0.5,21.67,6.94,1.0,108.36,2.5,0.0,0.75
1083254,1083254,2,1.0,16.83,2.0,230,132,1,70.0,5.0,0.5,17.34,6.94,1.0,104.03,2.5,0.0,0.75
1083369,1083369,1,2.0,17.2,5.0,230,132,2,86.69,0.75,0.0,0.0,0.0,1.0,88.44,0.0,0.0,0.75
1083902,1083902,1,1.0,19.9,5.0,230,132,1,90.0,0.75,0.0,24.65,6.94,1.0,123.34,0.0,0.0,0.75
1088888,1088888,2,1.0,17.04,2.0,230,132,1,70.0,5.0,0.5,17.34,6.94,1.0,104.03,2.5,0.0,0.75
1093168,1093168,2,2.0,13.37,2.0,230,132,1,70.0,5.0,0.5,10.0,6.94,1.0,96.69,2.5,0.0,0.75
1094882,1094882,2,1.0,15.19,5.0,230,132,1,87.0,0.0,0.0,21.84,17.94,1.0,131.03,2.5,0.0,0.75
1096086,1096086,2,2.0,16.06,2.0,230,132,1,70.0,5.0,0.5,17.34,6.94,1.0,104.03,2.5,0.0,0.75
1098945,1098945,2,2.0,17.48,2.0,230,132,1,70.0,5.0,0.5,17.34,6.94,1.0,104.03,2.5,0.0,0.75
1100205,1100205,2,2.0,16.58,2.0,230,132,1,70.0,5.0,0.5,17.34,6.94,1.0,104.03,2.5,0.0,0.75
1103139,1103139,2,1.0,16.71,5.0,230,132,1,97.0,0.0,0.0,20.25,0.0,1.0,121.5,2.5,0.0,0.75
1110343,1110343,7,3.0,16.74,2.0,230,132,1,70.0,0.0,0.5,15.95,0.0,1.0,95.7,2.5,0.0,0.75
1119094,1119094,2,1.0,16.43,2.0,230,132,1,70.0,0.0,0.5,16.34,6.94,1.0,98.03,2.5,0.0,0.75
1126440,1126440,2,3.0,16.38,2.0,230,132,1,70.0,0.0,0.5,14.95,0.0,1.0,89.7,2.5,0.0,0.75
1137933,1137933,2,1.0,17.05,2.0,230,132,1,70.0,0.0,0.5,16.34,6.94,1.0,98.03,2.5,0.0,0.75
1138187,1138187,2,2.0,20.21,2.0,230,132,1,70.0,0.0,0.5,16.34,6.94,1.0,98.03,2.5,0.0,0.75
1138324,1138324,2,2.0,19.87,2.0,230,132,1,70.0,0.0,0.5,25.03,8.69,1.0,108.47,2.5,0.0,0.75
1138350,1138350,2,2.0,16.89,2.0,230,132,1,70.0,0.0,0.5,0.0,6.94,1.0,81.69,2.5,0.0,0.75
1138472,1138472,2,2.0,17.88,2.0,230,132,1,70.0,0.0,0.5,5.0,6.94,1.0,86.69,2.5,0.0,0.75
1139278,1139278,2,1.0,16.79,2.0,230,132,1,70.0,0.0,0.5,24.51,6.94,1.0,106.2,2.5,0.0,0.75
1139785,1139785,2,1.0,28.03,2.0,230,132,2,70.0,0.0,0.5,0.0,6.94,1.0,81.69,2.5,0.0,0.75
1139970,1139970,1,1.0,16.7,2.0,230,132,1,70.0,3.25,0.5,24.5,6.94,1.0,106.19,2.5,0.0,0.75
1140301,1140301,2,2.0,17.38,2.0,230,132,1,70.0,0.0,0.5,4.0,6.94,1.0,85.69,2.5,0.0,0.75
1140995,1140995,1,0.0,17.6,2.0,230,132,1,70.0,3.25,0.5,16.3,6.94,1.0,97.99,2.5,0.0,0.75
1141934,1141934,1,1.0,16.5,2.0,230,132,1,70.0,3.25,0.5,16.0,6.94,1.0,97.69,2.5,0.0,0.75
1145140,1145140,2,2.0,18.9,2.0,230,132,2,70.0,0.0,0.5,0.0,6.94,1.0,81.69,2.5,0.0,0.75
1147746,1147746,2,2.0,14.69,5.0,230,132,1,85.0,0.0,0.0,19.24,6.94,1.0,115.43,2.5,0.0,0.75
1147774,1147774,2,1.0,27.9,2.0,230,132,1,70.0,0.0,0.5,16.34,6.94,1.0,98.03,2.5,0.0,0.75
1147795,1147795,2,4.0,22.42,2.0,230,132,1,70.0,0.0,0.5,0.0,6.94,1.0,81.69,2.5,0.0,0.75
1148450,1148450,1,1.0,18.2,2.0,230,132,2,70.0,3.25,0.5,0.0,6.94,1.0,81.69,2.5,0.0,0.75
1149290,1149290,2,1.0,17.11,2.0,230,132,1,70.0,0.0,0.5,16.34,6.94,1.0,98.03,2.5,0.0,0.75
1154931,1154931,2,1.0,16.69,2.0,230,132,1,70.0,0.0,0.5,24.51,6.94,1.0,106.2,2.5,0.0,0.75
1156401,1156401,2,1.0,16.84,2.0,230,132,4,-70.0,0.0,-0.5,0.0,-6.94,-1.0,-81.69,-2.5,0.0,-0.75
1156402,1156402,2,1.0,16.84,2.0,230,132,4,70.0,0.0,0.5,0.0,6.94,1.0,81.69,2.5,0.0,0.75
1156722,1156722,2,1.0,19.38,3.0,230,132,4,-115.4,0.0,0.0,0.0,-13.88,-1.0,-131.03,0.0,0.0,-0.75
1156723,1156723,2,1.0,19.38,3.0,230,132,4,115.4,0.0,0.0,0.0,13.88,1.0,131.03,0.0,0.0,0.75
1159202,1159202,1,1.0,17.1,2.0,230,132,1,70.0,3.25,0.5,16.35,6.94,1.0,98.04,2.5,0.0,0.75
1160937,1160937,1,1.0,16.9,5.0,230,132,1,85.0,0.75,0.0,17.35,0.0,1.0,104.1,0.0,0.0,0.75
1161900,1161900,1,3.0,18.8,2.0,230,132,1,70.0,3.25,0.5,38.0,6.94,1.0,119.69,2.5,0.0,0.75
1162032,1162032,1,1.0,16.0,2.0,230,132,1,70.0,3.25,0.5,22.45,0.0,1.0,97.2,2.5,0.0,0.75
1162837,1162837,2,1.0,33.54,2.0,230,132,1,70.0,0.0,0.5,16.34,6.94,1.0,98.03,2.5,0.0,0.75
1163836,1163836,1,1.0,16.5,2.0,230,132,1,70.0,3.25,0.5,20.4,6.94,1.0,102.09,2.5,0.0,0.75
1164585,1164585,2,4.0,17.72,2.0,230,132,2,70.0,0.0,0.5,0.0,6.94,1.0,81.69,2.5,0.0,0.75
1164988,1164988,2,3.0,0.0,2.0,230,132,1,70.0,0.0,0.5,9.0,6.94,1.0,90.69,2.5,0.0,0.75
1167812,1167812,2,2.0,15.23,5.0,230,132,1,89.0,0.0,0.0,0.0,6.94,1.0,100.19,2.5,0.0,0.75
1168845,1168845,2,2.0,17.81,2.0,230,132,1,70.0,0.0,0.5,16.34,6.94,1.0,98.03,2.5,0.0,0.75
1171170,1171170,2,3.0,17.56,2.0,230,132,2,70.0,0.0,0.5,0.0,0.0,1.0,74.75,2.5,0.0,0.75
1173214,1173214,1,1.0,17.3,2.0,230,132,1,70.0,3.25,0.5,16.35,6.94,1.0,98.04,2.5,0.0,0.75
1173891,1173891,2,1.0,16.6,2.0,230,132,4,-70.0,0.0,-0.5,0.0,-6.94,-1.0,-81.69,-2.5,0.0,-0.75
1173892,1173892,2,1.0,16.6,2.0,230,132,4,70.0,0.0,0.5,0.0,6.94,1.0,81.69,2.5,0.0,0.75
